"성분AS","성분C","성분B","성분CA","성분CU","성분CR","성분MO","성분MN","성분N","성분P","성분S","성분TOTALAL","성분SOLAL","재료번호","성분V"
0.005,0.1995,0,1,0.01,0.02,0,0.818,36,0.0088,0.0026,0.025,0.024,"HQF115610",0.001
0.005,0.0395,0,0,0.019,0.02,0,0.196,25,0.008,0.0037,0.023,0.022,"HQH096630",0
0.004,0.0395,0,1,0.013,0.02,0,0.192,26,0.0111,0.0023,0.035,0.034,"HQJ053120",0.002
0.007,0.0415,0,0,0.01,0.02,0,0.192,19,0.0074,0.0033,0.027,0.022,"HQD043220",0
0.005,0.0397,0,1,0.012,0.02,0,0.192,18,0.0074,0.0033,0.035,0.034,"HQE103750",0
0.006,0.038,13,0,0.01,0.02,0,0.189,18,0.0077,0.0033,0.024,0.023,"HQA040240",0
0.004,0.0375,0,2,0.015,0.02,0,0.185,14,0.0108,0.0037,0.017,0.017,"HQG154010",0
0.006,0.06,0,0,0.016,0.02,0,0.335,23,0.0104,0.0037,0.029,0.028,"HQE056570",0.001
0.006,0.0482,0,0,0.014,0.02,0,0.302,31,0.0103,0.003,0.031,0.03,"HQY132670",0
0.006,0.0388,0,0,0.01,0.02,0,0.21,28,0.0073,0.0029,0.022,0.019,"HQC101490",0
0.005,0.0392,0,1,0.022,0.03,0,0.205,20,0.0086,0.0037,0.021,0.019,"HQB131370",0
0.004,0.0014,0,0,0.026,0.02,0,0.074,19,0.0089,0.0035,0.033,0.031,"HQH135040",0.002
0.005,0.0018,0,0,0.014,0.02,0,0.09,17,0.0104,0.0045,0.027,0.025,"HQH033130",0.001
0.006,0.0205,0,0,0.01,0.01,0,0.187,21,0.0072,0.003,0.023,0.022,"HQD040840",0
0.006,0.0355,0,0,0.009,0.02,0,0.191,14,0.0089,0.0032,0.028,0.027,"HQZ098640",0
0.004,0.1479,0,0,0.019,0.03,0,0.5,31,0.017,0.0036,0.027,0.025,"HQG133820",0
0.004,0.0752,0,0,0.012,0.02,0,0.503,25,0.0099,0.0027,0.016,0.016,"HQC002630",0
0.006,0.0405,0,0,0.013,0.01,0,0.205,20,0.006,0.0038,0.02,0.019,"HQX143050",0
0.004,0.0681,1,0,0.017,0.02,0,0.586,34,0.0191,0.0022,0.021,0.021,"HQJ036470",0.002
0.005,0.0028,0,0,0.01,0.02,0,0.147,17,0.0097,0.0027,0.023,0.021,"HQE003220",0.004
0.004,0.0393,0,0,0.012,0.02,0,0.181,18,0.0086,0.0034,0.021,0.02,"HQF121920",0
0.007,0.0394,17,0,0.01,0.02,0,0.208,20,0.008,0.0036,0.017,0.016,"HQX082590",0
0.004,0.1989,0,0,0.05,0.02,0,0.437,33,0.0088,0.002,0.037,0.035,"HQH167090",0
0.006,0.0176,0,0,0.015,0.02,0,0.199,20,0.007,0.0036,0.018,0.017,"HQY150990",0
0.007,0.0596,0,15,0.014,0.01,0,0.335,26,0.0068,0.0036,0.035,0.034,"HQA114460",0
0.005,0.059,0,2,0.013,0.02,0,0.78,25,0.0087,0.0023,0.037,0.036,"HQY056490",0
0.004,0.0321,0,0,0.011,0.01,0,0.185,27,0.0078,0.0029,0.016,0.015,"HQC056980",0
0.004,0.0445,0,0,0.023,0.02,0,0.194,14,0.0093,0.0035,0.029,0.027,"HQH130170",0
0.004,0.0453,0,0,0.012,0.01,0,0.304,26,0.0071,0.002,0.031,0.029,"HQJ014180",0
0.004,0.0014,0,0,0.023,0.06,0.01,0.145,14,0.054,0.0038,0.038,0.037,"HQG064990",0.001
0.005,0.0395,19,0,0.018,0.02,0,0.171,17,0.0064,0.0033,0.022,0.021,"HQZ161740",0
0.006,0.0593,0,1,0.013,0.02,0,0.339,23,0.0079,0.0034,0.03,0.029,"HQY048580",0
0.006,0.0354,0,0,0.013,0.02,0,0.175,23,0.0111,0.0028,0.021,0.02,"HQA131460",0
0.005,0.1216,0,0,0.012,0.01,0,0.406,38,0.0072,0.0035,0.029,0.028,"HQD096680",0
0.004,0.0034,18,0,0.064,0.07,0,0.54,20,0.0149,0.0044,0.026,0.024,"HQH028050",0.002
0.005,0.0012,5,0,0.053,0.02,0,0.191,18,0.0436,0.0093,0.038,0.036,"HQZ040170",0.001
0.005,0.1956,0,0,0.014,0.02,0,0.885,30,0.0111,0.0026,0.026,0.025,"HQJ148420",0.001
0.007,0.0791,4,1,0.021,0.02,0,0.9,45,0.0199,0.0028,0.032,0.031,"HQA124800",0.002
0.006,0.078,2,0,0.021,0.03,0,1.056,31,0.0195,0.0024,0.031,0.03,"HQC060870",0.002
0.005,0.038,18,1,0.015,0.02,0,0.174,13,0.0097,0.0029,0.018,0.017,"HQG023210",0
0.004,0.0047,9,2,0.098,0.02,0.06,0.57,10,0.078,0.0089,0.051,0.048,"HQF050880",0.002
0.006,0.0366,0,0,0.008,0.02,0,0.207,17,0.0123,0.004,0.023,0.022,"HQZ080190",0
0.006,0.0398,0,0,0.011,0.02,0,0.191,34,0.0081,0.004,0.029,0.028,"HQY001740",0
0.005,0.0013,5,0,0.054,0.02,0,0.203,15,0.0443,0.0094,0.038,0.036,"HQZ039820",0.001
0.006,0.042,0,0,0.015,0.01,0,0.203,37,0.0066,0.0029,0.027,0.026,"HQD038650",0
0.005,0.0371,0,0,0.017,0.02,0,0.19,14,0.0075,0.0035,0.024,0.024,"HQH106250",0
0.007,0.1008,0,0,0.011,0.01,0,0.487,27,0.007,0.0023,0.024,0.023,"HQA109370",0
0.004,0.0021,0,0,0.011,0.02,0,0.094,17,0.0102,0.0031,0.024,0.023,"HQJ121990",0.001
0.004,0.0533,0,0,0.027,0.02,0,0.789,26,0.0118,0.0028,0.041,0.039,"HQG001060",0
0.005,0.0391,0,0,0.018,0.02,0,0.2,17,0.0082,0.0032,0.02,0.018,"HQX069020",0
0.006,0.0358,0,0,0.013,0.02,0,0.201,17,0.009,0.0035,0.027,0.026,"HQZ080140",0
0.005,0.0381,0,0,0.012,0.02,0,0.193,20,0.0066,0.004,0.021,0.018,"HQX160060",0
0.004,0.0533,0,0,0.019,0.01,0,0.338,20,0.0069,0.003,0.038,0.032,"HQJ012460",0
0.005,0.0713,0,0,0.024,0.02,0,0.488,37,0.0129,0.0027,0.047,0.045,"HQH098450",0.001
0.006,0.0427,0,0,0.013,0.02,0,0.19,25,0.0077,0.0025,0.023,0.022,"HQJ081580",0
0.005,0.0714,5,1,0.017,0.03,0,0.859,35,0.019,0.0012,0.022,0.022,"HQG058360",0.002
0.007,0.0619,0,0,0.015,0.02,0,0.811,35,0.0135,0.0025,0.029,0.028,"HQX027530",0.001
0.007,0.0382,0,20,0.018,0.01,0,0.137,19,0.0079,0.0027,0.027,0.026,"HQA128000",0
0.004,0.1101,0,0,0.023,0.02,0,0.437,33,0.0086,0.0022,0.027,0.027,"HQJ027650",0
0.005,0.0318,0,0,0.021,0.02,0,0.187,17,0.0084,0.0034,0.024,0.023,"HQC031320",0
0.004,0.0385,0,0,0.012,0.02,0,0.203,16,0.0074,0.0029,0.025,0.023,"HQH132730",0
0.004,0.1385,0,0,0.027,0.03,0,0.875,24,0.0139,0.0031,0.026,0.021,"HQH021580",0.001
0.005,0.0021,0,0,0.011,0.02,0,0.102,18,0.009,0.0033,0.029,0.028,"HQC055260",0.001
0.004,0.1596,0,0,0.022,0.02,0,0.598,33,0.0102,0.0022,0.04,0.038,"HQH154590",0
0.005,0.0025,0,0,0.01,0.02,0,0.074,19,0.0084,0.0027,0.033,0.032,"HQJ106070",0.002
0.006,0.0401,0,0,0.019,0.02,0,0.204,22,0.0111,0.0039,0.023,0.022,"HQX024240",0
0.004,0.0407,13,15,0.022,0.03,0,0.235,22,0.0082,0.0043,0.04,0.039,"HQC083690",0
0.008,0.0562,0,0,0.015,0.02,0,0.323,22,0.0077,0.003,0.032,0.032,"HQB013410",0
0.006,0.0367,0,0,0.027,0.02,0,0.194,23,0.0113,0.0039,0.029,0.027,"HQX064000",0
0.006,0.1136,2,1,0.011,0.02,0,1.175,27,0.0109,0.0025,0.025,0.024,"HQC069490",0.001
0.007,0.0018,0,0,0.019,0.02,0,0.098,18,0.0099,0.0033,0.034,0.032,"HQX086210",0.001
0.005,0.0395,0,0,0.011,0.02,0,0.169,26,0.0088,0.0035,0.029,0.027,"HQX119960",0
0.006,0.0354,0,0,0.021,0.02,0,0.155,13,0.0101,0.003,0.018,0.016,"HQB133680",0
0.006,0.0413,1,0,0.01,0.02,0,0.202,25,0.0087,0.0023,0.033,0.032,"HQE066130",0
0.006,0.1894,0,0,0.018,0.02,0,0.848,35,0.0075,0.003,0.029,0.028,"HQZ152500",0
0.005,0.1479,0,1,0.01,0.02,0,0.688,33,0.0122,0.0022,0.025,0.024,"HQZ059560",0.001
0.006,0.0378,0,0,0.015,0.02,0,0.199,20,0.0085,0.0032,0.028,0.026,"HQZ107220",0
0.007,0.0355,19,6,0.014,0.02,0,0.188,17,0.0104,0.0036,0.022,0.022,"HQB029700",0
0.006,0.0354,0,0,0.011,0.02,0,0.199,21,0.0089,0.0038,0.024,0.022,"HQY025460",0
0.004,0.2016,0,0,0.016,0.02,0,0.454,18,0.0128,0.0024,0.036,0.034,"HQJ143230",0
0.004,0.0022,0,1,0.012,0.02,0,0.078,18,0.0088,0.0034,0.031,0.03,"HQF048980",0.003
0.005,0.0346,0,0,0.013,0.02,0,0.186,18,0.0132,0.0037,0.02,0.019,"HQZ148140",0
0.004,0.0403,12,1,0.013,0.02,0,0.2,18,0.0069,0.0025,0.027,0.026,"HQJ039360",0
0.005,0.0578,0,0,0.014,0.02,0,0.797,26,0.0105,0.0025,0.023,0.022,"HQZ151630",0
0.005,0.043,12,0,0.023,0.02,0,0.237,14,0.0093,0.0041,0.035,0.033,"HQF085550",0
0.004,0.0023,0,0,0.018,0.02,0,0.15,14,0.0099,0.0038,0.028,0.026,"HQJ049830",0.003
0.007,0.1198,0,0,0.02,0.02,0,0.457,26,0.0127,0.003,0.025,0.024,"HQD051580",0
0.006,0.1467,0,1,0.018,0.02,0,0.905,37,0.0115,0.0027,0.017,0.016,"HQX071770",0.001
0.005,0.055,0,0,0.013,0.02,0,0.803,26,0.0094,0.0024,0.027,0.026,"HQF105610",0
0.005,0.1062,0,0,0.01,0.02,0,0.454,25,0.0085,0.0035,0.017,0.016,"HQX107180",0
0.005,0.0457,0,0,0.024,0.02,0,0.297,16,0.0118,0.0033,0.021,0.019,"HQF140760",0
0.005,0.0467,0,1,0.019,0.02,0,0.203,21,0.0097,0.0039,0.027,0.026,"HQE099170",0.001
0.004,0.0642,2,1,0.021,0.03,0,0.593,24,0.0187,0.0025,0.033,0.032,"HQG040380",0.001
0.006,0.0793,4,2,0.014,0.02,0,0.906,30,0.0198,0.0029,0.028,0.028,"HQD108120",0.002
0.006,0.1165,0,0,0.017,0.02,0,0.296,27,0.008,0.003,0.021,0.019,"HQY102720",0
0.005,0.0372,0,1,0.015,0.02,0,0.196,25,0.0087,0.0027,0.032,0.03,"HQZ089820",0
0.004,0.1227,0,0,0.009,0.01,0,0.302,23,0.0101,0.0025,0.028,0.027,"HQC004040",0
0.004,0.047,0,0,0.014,0.02,0,0.292,34,0.0106,0.0028,0.037,0.036,"HQJ115890",0
0.006,0.0026,0,0,0.011,0.01,0,0.1,19,0.0091,0.0044,0.031,0.029,"HQX154890",0.001
0.006,0.0402,0,0,0.014,0.01,0,0.19,37,0.0054,0.0037,0.027,0.026,"HQX145340",0
0.006,0.0375,3,0,0.022,0.01,0,0.19,21,0.0081,0.0033,0.028,0.028,"HQB038120",0
0.005,0.0202,13,3,0.011,0.02,0,0.133,20,0.0059,0.0025,0.028,0.028,"HQJ101570",0
0.006,0.0372,11,0,0.016,0.02,0,0.187,24,0.009,0.0028,0.019,0.018,"HQD056040",0
0.006,0.0025,1,0,0.013,0.02,0,0.091,14,0.0089,0.0037,0.036,0.035,"HQE088790",0.001
0.005,0.0386,11,1,0.016,0.02,0,0.185,17,0.0093,0.0037,0.022,0.021,"HQE003380",0
0.006,0.0352,0,0,0.012,0.02,0,0.202,18,0.0085,0.0045,0.025,0.024,"HQA007430",0
0.006,0.0576,0,0,0.014,0.01,0,0.786,31,0.0078,0.002,0.031,0.028,"HQB055570",0
0.004,0.0385,0,0,0.01,0.01,0,0.195,14,0.0047,0.0034,0.026,0.024,"HQH008530",0
0.007,0.0041,11,2,0.099,0.03,0.06,0.569,25,0.0784,0.0092,0.046,0.044,"HQY153370",0.002
0.006,0.071,1,0,0.016,0.02,0,0.888,34,0.0192,0.0027,0.025,0.023,"HQY025810",0.001
0.004,0.1144,0,0,0.011,0.02,0,0.46,28,0.011,0.0025,0.02,0.02,"HQF046280",0
0.006,0.1441,0,7,0.022,0.01,0.01,0.687,23,0.0093,0.0028,0.028,0.027,"HQB056660",0.001
0.004,0.0569,0,2,0.016,0.02,0.01,0.779,29,0.0086,0.0025,0.04,0.039,"HQG061950",0.001
0.005,0.1425,0,0,0.021,0.02,0,0.483,24,0.0102,0.0027,0.016,0.015,"HQA061170",0
0.006,0.0702,0,0,0.013,0.02,0,0.491,43,0.0133,0.0067,0.039,0.037,"HQD038680",0
0.006,0.0361,0,0,0.01,0.02,0,0.193,19,0.0087,0.0028,0.027,0.026,"HQB130200",0
0.005,0.0697,0,0,0.019,0.03,0,0.243,95,0.0078,0.0027,0.029,0.028,"HQG031750",0
0.006,0.0416,0,26,0.01,0.02,0,0.192,20,0.0099,0.004,0.025,0.024,"HQD004470",0
0.004,0.0355,0,0,0.02,0.02,0,0.193,29,0.0096,0.0035,0.019,0.018,"HQF099400",0
0.005,0.0709,0,0,0.022,0.03,0,0.487,28,0.0139,0.003,0.048,0.047,"HQG024400",0.001
0.005,0.0577,0,1,0.01,0.02,0,0.789,24,0.0093,0.0022,0.029,0.028,"HQF104850",0.001
0.004,0.0348,0,0,0.021,0.02,0,0.185,18,0.0089,0.0038,0.035,0.034,"HQG143530",0
0.005,0.057,0,0,0.011,0.02,0,0.34,32,0.0093,0.003,0.033,0.032,"HQZ128030",0
0.007,0.1232,0,0,0.011,0.02,0,0.318,19,0.0077,0.0024,0.02,0.019,"HQD018870",0
0.006,0.0622,0,0,0.015,0.02,0,0.765,33,0.0112,0.0037,0.03,0.03,"HQC125820",0.001
0.006,0.0374,0,0,0.021,0.02,0,0.198,32,0.0075,0.0029,0.033,0.032,"HQY012350",0
0.007,0.0014,0,0,0.009,0.02,0,0.075,14,0.0089,0.0034,0.031,0.03,"HQD048530",0.002
0.005,0.0021,0,4,0.009,0.02,0,0.095,15,0.008,0.0039,0.022,0.02,"HQD104490",0.002
0.008,0.0579,0,0,0.03,0.02,0,0.834,35,0.0095,0.0024,0.03,0.03,"HQD031970",0.001
0.004,0.0329,0,1,0.021,0.02,0,0.192,31,0.011,0.0032,0.027,0.025,"HQH018760",0.001
0.004,0.0354,0,0,0.019,0.02,0,0.196,21,0.0071,0.003,0.027,0.025,"HQG144210",0
0.008,0.0018,0,0,0.013,0.02,0,0.088,14,0.0104,0.0037,0.034,0.033,"HQB019610",0
0.005,0.0395,0,1,0.01,0.02,0,0.202,22,0.0082,0.0031,0.036,0.034,"HQZ066270",0
0.005,0.0422,0,0,0.015,0.02,0,0.208,22,0.006,0.0037,0.036,0.035,"HQA015060",0
0.005,0.0608,0,0,0.011,0.01,0,0.333,39,0.0057,0.0027,0.035,0.034,"HQJ104840",0
0.005,0.0182,0,0,0.017,0.01,0,0.146,12,0.0075,0.003,0.036,0.032,"HQG021140",0
0.006,0.1081,0,0,0.013,0.02,0,0.451,17,0.0084,0.0029,0.012,0.011,"HQZ114270",0
0.006,0.0381,0,5,0.009,0.02,0,0.229,25,0.0087,0.0025,0.027,0.026,"HQA071140",0.001
0.005,0.0397,0,0,0.021,0.03,0,0.19,11,0.0099,0.0033,0.024,0.023,"HQD144060",0
0.004,0.0021,0,1,0.009,0.02,0,0.147,11,0.0111,0.0033,0.034,0.033,"HQH093370",0.002
0.005,0.0185,0,0,0.018,0.02,0,0.199,19,0.0071,0.0041,0.029,0.028,"HQE039930",0
0.007,0.0596,0,0,0.026,0.02,0,0.797,32,0.0115,0.0026,0.039,0.037,"HQA087980",0
0.006,0.0179,0,0,0.015,0.02,0,0.191,16,0.0103,0.0028,0.022,0.021,"HQB021800",0
0.004,0.0362,0,0,0.022,0.02,0,0.197,21,0.0079,0.004,0.026,0.026,"HQJ006210",0
0.007,0.0561,0,0,0.024,0.02,0,0.784,32,0.0088,0.0023,0.034,0.029,"HQD024850",0.001
0.004,0.0392,0,0,0.009,0.01,0,0.178,15,0.0082,0.0031,0.027,0.027,"HQG089350",0.001
0.006,0.0698,0,0,0.015,0.01,0,0.491,36,0.0084,0.0032,0.04,0.039,"HQA061660",0
0.005,0.0527,0,0,0.01,0.02,0,0.293,15,0.0098,0.0029,0.018,0.016,"HQB045010",0
0.006,0.081,0,0,0.015,0.02,0,1.312,35,0.0088,0.0023,0.023,0.022,"HQA160340",0.002
0.005,0.1434,0,0,0.012,0.02,0,0.838,28,0.0103,0.0024,0.028,0.027,"HQH122220",0.001
0.004,0.044,12,0,0.016,0.02,0,0.261,13,0.0105,0.0028,0.03,0.029,"HQE125320",0
0.007,0.0012,0,0,0.019,0.02,0,0.073,14,0.0094,0.0035,0.03,0.029,"HQX157310",0.002
0.005,0.0018,7,0,0.085,0.02,0,0.248,19,0.0684,0.0092,0.042,0.041,"HQX074060",0.001
0.004,0.1074,0,0,0.02,0.02,0,0.455,30,0.0125,0.0028,0.024,0.022,"HQJ074440",0.001
0.006,0.0349,0,0,0.008,0.02,0,0.196,17,0.0094,0.0035,0.018,0.016,"HQA024240",0
0.007,0.0796,1,0,0.017,0.02,0,1.108,40,0.0198,0.0024,0.034,0.033,"HQB020300",0.002
0.006,0.1231,0,0,0.009,0.02,0,0.32,29,0.0063,0.0027,0.027,0.026,"HQD014750",0
0.005,0.0386,0,0,0.019,0.02,0,0.197,16,0.0069,0.0032,0.028,0.026,"HQH116730",0
0.005,0.0571,0,0,0.01,0.02,0,0.777,25,0.0108,0.0027,0.027,0.024,"HQZ058880",0.001
0.006,0.0459,0,0,0.018,0.02,0,0.287,20,0.0093,0.003,0.018,0.017,"HQX046420",0
0.006,0.0375,0,0,0.01,0.01,0,0.206,17,0.0056,0.0044,0.029,0.028,"HQY086980",0
0.004,0.1183,0,10,0.016,0.01,0,0.341,31,0.0079,0.0026,0.02,0.02,"HQJ032480",0
0.006,0.0357,0,0,0.015,0.02,0,0.216,25,0.009,0.0028,0.021,0.019,"HQY041360",0.001
0.004,0.0398,0,0,0.014,0.02,0,0.191,22,0.0095,0.0033,0.029,0.026,"HQJ053420",0
0.003,0.1165,0,1,0.009,0.01,0,0.295,27,0.0122,0.0032,0.023,0.021,"HQY054650",0.001
0.007,0.1162,0,0,0.01,0.02,0,0.319,30,0.0112,0.0019,0.022,0.021,"HQB120210",0
0.006,0.0465,0,1,0.022,0.03,0,0.305,29,0.0118,0.0023,0.044,0.043,"HQG035330",0.001
0.007,0.0409,0,0,0.014,0.02,0,0.201,22,0.0083,0.0038,0.024,0.023,"HQX123170",0
0.007,0.0533,0,5,0.015,0.02,0,0.36,29,0.0071,0.0028,0.038,0.036,"HQX134620",0
0.006,0.0369,0,0,0.02,0.02,0,0.211,31,0.0097,0.0029,0.028,0.026,"HQY034150",0
0.005,0.0402,0,0,0.012,0.02,0,0.205,16,0.0075,0.0027,0.028,0.026,"HQA051010",0
0.004,0.0352,0,6,0.022,0.02,0,0.167,17,0.0063,0.0044,0.021,0.02,"HQG089980",0.001
0.005,0.0359,0,0,0.014,0.02,0,0.198,19,0.0083,0.0033,0.029,0.027,"HQB071080",0
0.005,0.0035,9,0,0.099,0.02,0.06,0.615,18,0.0887,0.0089,0.046,0.045,"HQY040660",0.002
0.005,0.0534,0,0,0.026,0.02,0,0.342,21,0.0071,0.0032,0.026,0.024,"HQY048660",0
0.005,0.0377,0,0,0.009,0.02,0,0.2,12,0.0101,0.0033,0.019,0.018,"HQD144910",0
0.005,0.0391,0,0,0.018,0.02,0,0.2,17,0.0082,0.0032,0.02,0.018,"HQX069030",0
0.004,0.0567,0,1,0.02,0.02,0,0.814,44,0.0069,0.0017,0.04,0.039,"HQH010630",0
0.005,0.0412,0,0,0.02,0.03,0,0.186,12,0.0114,0.0037,0.024,0.023,"HQH069800",0
0.006,0.0446,0,2,0.022,0.02,0,0.303,37,0.0104,0.0041,0.035,0.032,"HQZ013840",0
0.005,0.0025,0,0,0.01,0.02,0,0.131,22,0.011,0.003,0.031,0.03,"HQC032380",0.002
0.007,0.0018,0,0,0.01,0.02,0,0.068,14,0.0093,0.0031,0.033,0.032,"HQD049910",0.001
0.004,0.0408,0,0,0.018,0.02,0,0.183,15,0.0087,0.0036,0.023,0.021,"HQC007260",0
0.005,0.0371,0,0,0.012,0.02,0,0.187,17,0.0076,0.0037,0.026,0.024,"HQZ153480",0
0.004,0.0016,0,2,0.01,0.02,0,0.109,20,0.0105,0.0034,0.028,0.026,"HQH121950",0.001
0.006,0.0319,0,0,0.018,0.02,0,0.191,30,0.0079,0.0027,0.033,0.03,"HQA033920",0
0.006,0.1548,0,0,0.012,0.02,0,0.797,40,0.0062,0.0025,0.048,0.046,"HQA086060",0
0.004,0.122,0,0,0.017,0.02,0,0.492,21,0.0117,0.003,0.027,0.025,"HQJ025720",0
0.004,0.0369,0,0,0.033,0.06,0,0.135,25,0.0094,0.0042,0.033,0.031,"HQG060230",0
0.005,0.0811,2,0,0.021,0.02,0,0.918,34,0.0199,0.0021,0.027,0.026,"HQH063240",0.001
0.005,0.0395,0,0,0.019,0.02,0,0.196,25,0.008,0.0037,0.023,0.022,"HQH096650",0
0.004,0.1212,0,0,0.01,0.02,0,0.298,27,0.0151,0.003,0.017,0.017,"HQJ070570",0.001
0.006,0.1115,1,0,0.009,0.02,0,0.444,28,0.0084,0.0027,0.027,0.026,"HQA052560",0.001
0.004,0.0499,0,0,0.015,0.02,0,0.296,31,0.0121,0.0021,0.034,0.034,"HQJ031230",0.001
0.006,0.0367,0,0,0.023,0.02,0,0.209,21,0.0084,0.0052,0.018,0.016,"HQA025190",0
0.004,0.0622,1,0,0.012,0.01,0,0.349,26,0.0053,0.0022,0.035,0.034,"HQJ115690",0
0.004,0.043,0,0,0.014,0.02,0,0.175,17,0.011,0.0029,0.024,0.023,"HQE135590",0
0.007,0.0401,13,0,0.012,0.01,0,0.207,22,0.0079,0.0031,0.03,0.028,"HQX014290",0
0.005,0.0794,2,1,0.026,0.02,0,1.079,35,0.0188,0.0022,0.036,0.034,"HQX003780",0.002
0.006,0.0578,0,0,0.025,0.02,0,0.352,30,0.0074,0.0025,0.033,0.03,"HQA111590",0
0.005,0.0412,0,0,0.02,0.02,0,0.199,21,0.0094,0.0035,0.026,0.024,"HQZ074650",0
0.005,0.0369,0,0,0.024,0.02,0,0.19,24,0.0102,0.0038,0.023,0.021,"HQZ147770",0
0.005,0.0328,0,0,0.016,0.02,0,0.206,27,0.0088,0.0044,0.027,0.026,"HQY066310",0
0.005,0.0352,12,0,0.016,0.02,0,0.194,18,0.0073,0.0033,0.024,0.021,"HQE033250",0
0.004,0.0028,0,1,0.009,0.02,0,0.069,16,0.0072,0.003,0.028,0.025,"HQG071700",0.003
0.005,0.0018,0,3,0.01,0.02,0,0.093,18,0.0082,0.0035,0.035,0.031,"HQE052360",0.001
0.007,0.0016,0,0,0.032,0.02,0,0.076,17,0.0093,0.0046,0.039,0.037,"HQX130800",0.001
0.006,0.074,2,0,0.016,0.02,0,0.892,31,0.0179,0.0024,0.026,0.024,"HQZ038600",0.001
0.006,0.1421,0,0,0.02,0.03,0,0.897,30,0.0123,0.0027,0.021,0.02,"HQA027800",0.001
0.005,0.0333,0,0,0.011,0.02,0,0.184,22,0.0077,0.0034,0.025,0.021,"HQE006090",0
0.006,0.0322,0,0,0.014,0.02,0,0.201,24,0.0115,0.003,0.022,0.02,"HQX072440",0
0.005,0.063,0,2,0.011,0.02,0,0.839,28,0.0106,0.0025,0.026,0.025,"HQZ058960",0.001
0.004,0.1989,0,0,0.05,0.02,0,0.437,33,0.0088,0.002,0.037,0.035,"HQH167110",0
0.005,0.0018,0,0,0.017,0.02,0,0.069,19,0.009,0.0033,0.03,0.029,"HQG067980",0.002
0.004,0.1175,0,1,0.013,0.01,0,0.298,29,0.0089,0.0022,0.028,0.027,"HQJ077570",0
0.005,0.0416,0,0,0.02,0.06,0,0.185,32,0.0099,0.003,0.037,0.036,"HQH115440",0
0.005,0.0594,0,0,0.028,0.02,0,0.785,28,0.0112,0.0025,0.029,0.027,"HQF107830",0.001
0.006,0.0019,0,1,0.016,0.02,0,0.13,22,0.0099,0.0036,0.023,0.021,"HQX041630",0.002
0.005,0.0364,0,0,0.027,0.03,0,0.191,23,0.0097,0.0038,0.025,0.024,"HQE113750",0
0.006,0.0406,0,0,0.01,0.02,0,0.204,24,0.0071,0.0033,0.028,0.027,"HQC100320",0
0.006,0.0189,0,1,0.015,0.02,0,0.145,17,0.0095,0.0038,0.025,0.024,"HQY150750",0
0.005,0.1289,0,1,0.018,0.02,0,0.878,26,0.0132,0.0028,0.019,0.017,"HQB050020",0.001
0.005,0.0571,0,0,0.01,0.02,0,0.777,25,0.0108,0.0027,0.027,0.024,"HQZ058940",0.001
0.005,0.0019,0,0,0.025,0.02,0,0.079,17,0.0103,0.0036,0.021,0.019,"HQH103100",0.003
0.005,0.0393,0,0,0.021,0.01,0,0.208,20,0.0042,0.0038,0.02,0.018,"HQA025160",0
0.004,0.0362,0,0,0.022,0.02,0,0.197,21,0.0079,0.004,0.026,0.026,"HQJ006190",0
0.005,0.0411,0,0,0.016,0.02,0,0.191,21,0.009,0.0035,0.018,0.016,"HQJ091180",0
0.006,0.0363,0,0,0.016,0.02,0,0.194,22,0.0078,0.0038,0.025,0.024,"HQZ098590",0
0.005,0.1423,0,1,0.012,0.02,0.01,0.681,32,0.01,0.0028,0.02,0.019,"HQH059020",0.001
0.005,0.0391,0,0,0.02,0.02,0,0.182,14,0.0102,0.0056,0.021,0.021,"HQD152440",0
0.004,0.0567,0,1,0.02,0.02,0,0.814,44,0.0069,0.0017,0.04,0.039,"HQH010770",0
0.005,0.1216,0,0,0.01,0.01,0,0.454,31,0.0067,0.0025,0.024,0.023,"HQD049320",0
0.004,0.0431,12,0,0.016,0.02,0,0.202,18,0.0093,0.003,0.02,0.018,"HQJ040870",0
0.006,0.0527,0,0,0.011,0.02,0,0.351,30,0.0086,0.0025,0.036,0.034,"HQX030930",0.001
0.005,0.0377,0,0,0.009,0.02,0,0.17,24,0.0089,0.003,0.027,0.025,"HQZ054760",0
0.006,0.0448,0,0,0.018,0.02,0,0.216,24,0.0098,0.0035,0.03,0.03,"HQC097320",0
0.005,0.059,0,0,0.01,0.01,0,0.358,26,0.0097,0.0033,0.033,0.031,"HQZ166370",0.001
0.004,0.0405,0,0,0.016,0.02,0,0.193,13,0.0073,0.0035,0.022,0.021,"HQF098290",0
0.005,0.1498,0,0,0.011,0.02,0,0.498,32,0.0107,0.0022,0.024,0.023,"HQJ161050",0
0.004,0.059,0,0,0.014,0.02,0,0.347,26,0.0096,0.0029,0.033,0.032,"HQJ047880",0.001
0.005,0.0014,0,0,0.023,0.05,0.02,0.141,15,0.052,0.0037,0.033,0.031,"HQG065020",0
0.006,0.04,0,0,0.015,0.02,0,0.201,12,0.007,0.0035,0.035,0.034,"HQA066340",0
0.005,0.0392,0,0,0.011,0.02,0,0.195,20,0.0089,0.0033,0.028,0.026,"HQG036500",0
0.005,0.0374,0,0,0.02,0.02,0,0.203,18,0.0093,0.0033,0.02,0.016,"HQD145310",0
0.005,0.0022,0,1,0.014,0.02,0,0.072,13,0.0083,0.003,0.029,0.027,"HQH028250",0.002
