"SLAB번호","정정_장입LT","전저장위치코드","발지야드포인트","스카핑여부","품명","롤단위지정구분","월구분","정정_압연작업지시LT","장입온도"
"SQ56094 021",5.7,"5GG","5A",0,"HGI","F",12,-7.7,628
"SQ81160 021",5.2,"5GG","5A",0,"HR",,9,-2.9,608
"SQ57841 011",12,"5GG","5A",0,"FH","B",1,1.2,408
"SQ52768 541",7.3,"3GB","5A",1,"GI",,11,-2.1,355
"SQ75442 021",8,"3GB","5A",0,"HGI","F",7,-2.8,443
"SQ72268 041",6.9,"5GG","5A",0,"PosMAC","B",6,-4.7,649
"SQ76978 041",11.3,"5GG","5A",0,"CR",,8,6.4,409
"SQ60364 531",13.4,"5GG","4C",0,"CR",,2,0.8,419
"SQ53697 561",3.4,"5GG","5A",0,"CR",,12,-2,565
"SQ54382 541",15.1,"5GG","5A",0,"HR","D",12,3.9,383
"SQ49087 031",6.5,"3GB","5A",0,"GI","B",10,0,635
"SQ57305 011",9.3,"5GG","5A",0,"HGI","B",1,2.4,374
"SQ76925 051",6.2,"5GG","5A",0,"CR",,8,-6.7,686
"SQ50432 051",9.6,"5GG","5A",0,"HR",,10,-4.6,380
"SQ81032 061",9.7,"5GG","5A",0,"GA","D",9,1.9,344
"SQ54774 531",14.6,"5GG","5A",0,"HR",,12,-1.4,407
"SQ65140 031",5.3,"3GB","4C",0,"HGI","F",4,-9.3,626
"SQ79230 581",4.1,"5GG","4C",0,"BP",,9,-7.5,501
"SQ78686 021",4.2,"3GB","5A",0,"HR","D",9,-8.4,716
"SQ51878 051",14,"3GB","4C",0,"HR",,11,4.2,361
"SQ55170 551",8.2,"5GG","5A",0,"GI",,12,-5.5,394
"SQ63645 021",6.5,"5GG","5A",0,"HR","D",3,-0.7,487
"SQ52673 031",10.7,"5GG","4C",0,"CR",,11,-2.8,528
"SQ52981 551",15.5,"3GB","5A",0,"HR",,11,7.9,380
"SQ55164 521",9.5,"5GG","5A",0,"CR",,12,-3.5,429
"SQ52074 061",6.5,"5GG","5A",0,"HR","D",11,-6.6,617
"SQ52603 051",2.6,"3GB","4C",0,"HR",,11,-5.6,610
"SQ71252 011",3.4,"3GB","5A",0,"FH",,6,-3,703
"SQ58318 561",7.8,"5GG","4C",0,"HR",,1,-0.4,398
"SQ59172 031",4.6,"5GG","4C",0,"GI","B",2,-3.6,610
"SQ53613 531",12.1,"3GB","5A",0,"PO","F",12,1,415
"SQ51095 561",12.7,"5GG","4C",0,"HGI","F",10,4.4,581
"SQ51130 521",3.8,"5GG","4C",0,"CR",,10,-2.9,541
"SQ74537 561",1.5,"5GG","5A",0,"HR","B",7,-2.4,860
"SQ70667 031",9.8,"5GG","5A",0,"CR",,6,-1.7,460
"SQ68143 061",5.6,"5GG","5A",0,"BP",,5,-3.8,606
"SQ58790 511",4.7,"5GG","5A",0,"HR","F",1,-0.7,712
"SQ69060 011",19.7,"5GG","5A",0,"HR",,5,5.5,377
"SQ78356 521",7.9,"5GG","4C",0,"CR",,9,1.5,575
"SQ76440 091",5.3,"5GG","5A",0,"BP",,8,-4.6,541
"SQ71844 041",9.2,"5GG","5A",0,"HR",,6,2.8,453
"SQ79704 551",10.2,"5GG","5A",0,"HR","G",9,0,363
"SQ61534 041",5,"3GB","5A",0,"HGI","F",2,-6.5,625
"SQ63926 551",15.9,"3GB","5A",0,"HR","D",3,-4.1,326
"SQ72992 031",8.7,"3GB","5A",0,"HR",,7,-1.4,476
"SQ72594 521",6.2,"5GG","5A",0,"HR",,6,-3.5,589
"SQ75336 541",6.9,"5GG","4C",0,"GI",,7,-3.4,633
"SQ79176 051",3.2,"3GB","5A",0,"HR","B",9,-5.2,648
"SQ76908 521",9.6,"5GG","5A",0,"HR",,8,-1.9,652
"SQ66079 011",7.6,"3GB","5A",0,"FH",,4,-5,670
"SQ58483 021",2.6,"5GG","5A",0,"HR","F",1,-4.1,717
"SQ80522 021",7.9,"3GB","5A",0,"HR","D",9,-2.7,493
"SQ50650 561",4,"3GB","5A",0,"CR",,10,-9.8,599
"SQ64704 011",14.1,"5GG","5A",0,"HGI","D",4,0.7,547
"SQ50356 021",11.3,"5GG","5A",0,"HR","B",10,-0.5,544
"SQ79161 551",4.6,"3GB","4C",0,"HR",,9,-5.3,645
"SQ58280 041",9.2,"5GG","5A",0,"HR","F",1,-2,527
"SQ55975 011",7.3,"5GG","5A",0,"GI","B",12,0.1,615
"SQ62929 551",11.6,"5GG","5A",0,"HGI","F",3,1.5,408
"SQ75017 531",4,"5GG","4C",0,"FH",,7,-1.3,706
"SQ60254 031",4.6,"5GG","4C",0,"HGI","F",2,-0.9,637
"SQ71247 521",4,"3GB","5A",0,"CR",,6,-2,662
"SQ59695 531",14.6,"5GG","4C",0,"HGI","D",2,5.3,300
"SQ56716 021",6.1,"3GB","5A",0,"HR",,1,-4.5,520
"SQ59401 561",9.3,"3GB","5A",1,"HR",,2,3.9,460
"SQ78370 541",12,"5GG","4C",0,"GI",,9,-0.4,662
"SQ74621 531",5,"5GG","5A",0,"CR",,7,-3.5,691
"SQ65095 041",14.5,"5GG","4C",0,"BP",,4,1.7,314
"SQ68647 541",5.3,"5GG","4C",0,"HR",,5,0.7,651
"SQ50888 551",14.3,"5GG","5A",0,"HGI","D",10,4.8,477
"SQ80839 531",5.4,"3GB","4C",0,"PO","F",9,-7.5,480
"SQ56050 031",10.1,"5GG","5A",0,"HR","F",12,-3.1,539
"SQ71320 041",6.4,"5GG","5A",0,"GA",,6,-6.1,434
"SQ53846 571",11,"5GG","4C",0,"HGI","F",12,-2.7,495
"SQ56318 561",7.2,"5GG","5A",0,"HR",,1,-1.8,415
"SQ73896 521",12.2,"3GB","5A",0,"PO","D",7,5.9,477
"SQ71545 021",2,"3GB","5A",0,"HR",,6,-1.9,778
"SQ74742 041",7.6,"5GG","5A",0,"PO","D",7,5.3,568
"SQ58263 531",8.5,"3GB","4C",0,"HR","F",1,1.2,502
"SQ53138 031",16.4,"5GG","5A",0,"HR",,11,4.5,332
"SQ61543 551",8.5,"5GG","5A",0,"HGI","D",2,0.1,610
"SQ78867 051",10.2,"5GG","5A",0,"HR",,9,-4.2,490
"SQ49458 031",14.4,"5GG","4C",0,"HR",,10,1.8,304
"SQ70503 561",5,"3GB","5A",0,"PO","B",6,2.3,694
"SQ80792 041",9.1,"5GG","4C",0,"HR","F",9,-6.6,594
"SQ51190 021",5.9,"3GB","4C",1,"GI","F",10,-5.6,411
"SQ55465 041",15.5,"5GG","4C",0,"GI","D",12,4.7,343
"SQ58891 531",17.1,"5GG","5A",0,"PO","B",2,15.1,453
"SQ65050 561",5.9,"5GG","5A",0,"HGI","D",4,-7.4,682
"SQ74031 551",4.6,"3GB","5A",0,"CR",,7,-3.2,655
"SQ54829 581",5.8,"5GG","5A",0,"HR","F",12,-2.4,451
"SQ54520 541",5,"5GG","4C",0,"FH","D",12,-7.6,471
"SQ65353 571",10.2,"5GG","4C",0,"GI","B",4,-0.3,460
"SQ55298 561",14.5,"5GG","4C",0,"PO","B",12,-0.2,395
"SQ59774 041",19.6,"5GG","5A",0,"HR","B",2,10.9,358
"SQ52211 071",6.5,"3GB","4C",0,"PO","G",11,-2.7,570
"SQ77287 071",8.7,"5GG","5A",0,"HR","D",8,-1.5,443
"SQ63415 551",7.1,"3GB","5A",0,"PO","D",3,-2.7,522
"SQ50766 051",15.8,"5GG","5A",0,"HGI","F",10,3.1,412
"SQ78046 041",5.5,"5GG","4C",0,"CR",,8,-2.3,598
"SQ54287 021",10.7,"3GB","5A",0,"PO","B",12,-2.6,327
"SQ67701 521",12.1,"3GB","5A",0,"HR",,5,-1.5,304
"SQ56609 061",2.4,"3GB","5A",0,"HR",,1,-5.7,731
"SQ77656 541",13,"5GG","5A",0,"HGI","D",8,6.6,508
"SQ67974 551",8.2,"3GB","5A",0,"HR","D",5,-0.1,573
"SQ74003 511",8.5,"5GG","5A",0,"HR","B",7,-1.6,645
"SQ67977 531",6.1,"5GG","5A",0,"HR",,5,-1.4,514
"SQ57729 041",7.4,"5GG","5A",0,"HR",,1,-3.2,576
"SQ49246 041",7.1,"3GB","5A",1,"HR",,10,-5.4,337
"SQ55183 051",5.1,"3GB","5A",0,"HR","D",12,-8.8,504
"SQ50767 531",14.2,"5GG","5A",0,"HR","D",10,3.7,384
"SQ77521 021",6.4,"3GB","5A",0,"HR",,8,-0.5,707
"SQ77784 041",5.2,"5GG","4C",0,"CR",,8,-3.8,530
"SQ62206 521",8.9,"5GG","4C",0,"BP",,3,-3,529
"SQ73519 031",7.8,"3GB","5A",0,"PO","B",7,-4.4,426
"SQ63669 561",9.6,"3GB","5A",0,"HR",,3,-2.4,470
"SQ70953 021",13.7,"3GB","4C",0,"HR",,6,-4.5,466
"SQ52124 061",13,"3GB","5A",0,"HGI","F",11,1.6,458
"SQ76599 041",11.8,"5GG","5A",0,"FH","B",8,4.3,448
"SQ75065 011",13.7,"3GB","5A",0,"HGI","F",7,5.5,319
"SQ76798 071",7.2,"3GB","4C",0,"HGI","D",8,-1.6,479
"SQ67860 041",8.6,"5GG","5A",0,"CR",,5,-5.1,427
"SQ57383 541",15,"5GG","4C",0,"HR","D",1,3,367
"SQ62601 051",7.8,"5GG","4C",0,"HGI","F",3,-1.8,396
"SQ78122 021",27.3,"5GG","4C",0,"GI","B",8,21.5,321
"SQ78184 031",10.7,"5GG","5A",0,"PosMAC","B",8,-2.6,502
"SQ71496 531",5.2,"5GG","5A",0,"HR",,6,-6,713
"SQ71164 051",8.2,"5GG","5A",0,"HR",,6,-4.2,509
"SQ77778 551",4.3,"5GG","5A",0,"HGI","F",8,-2.2,544
"SQ52435 531",3.7,"3GB","4C",0,"HR",,11,-4,703
"SQ64060 541",8.8,"5GG","4C",0,"HR",,3,0,516
"SQ64427 541",14.6,"5GG","4C",0,"GI","B",4,6.8,348
"SQ79976 531",9.3,"5GG","5A",0,"HGI","F",9,4,499
"SQ55491 541",8.7,"3GB","5A",0,"CR",,12,-4.5,366
"SQ62524 551",5.9,"5GG","4C",0,"GI","B",3,-6.6,463
"SQ77933 541",5.1,"3GB","4C",1,"HR",,8,-2,403
"SQ73507 041",7.8,"5GG","5A",0,"PO","D",7,-1.7,493
"SQ52631 541",17.9,"5GG","5A",0,"HR","D",11,10.5,409
"SQ57024 051",5.5,"3GB","5A",0,"HR","D",1,-8.2,706
"SQ64134 561",7.1,"3GB","4C",0,"HR","F",3,-1.6,577
"SQ63081 041",5,"5GG","5A",0,"HR","D",3,-6,635
"SQ50507 041",11.4,"5GG","5A",0,"HGI","D",10,-2.6,542
"SQ53086 521",14.7,"5GG","5A",0,"HR","B",11,3,449
"SQ60641 541",10.5,"5GG","5A",0,"GI",,2,0.1,384
"SQ70218 521",7.9,"5GG","5A",0,"CR",,6,-6.6,551
"SQ55972 541",11.2,"3GB","4C",0,"HR",,12,2,466
"SQ65395 031",4.6,"5GG","4C",0,"FH","F",4,-4.3,735
"SQ57919 531",12.8,"5GG","5A",0,"HGI","F",1,0.3,443
"SQ52647 541",17.7,"5GG","5A",0,"HR","D",11,5.5,405
"SQ54342 041",17.3,"3GB","4C",0,"CR","F",12,11,327
"SQ49560 511",19.8,"5GG","5A",0,"HR",,10,11,400
"SQ75395 011",4.2,"3GB","4C",0,"BP",,7,-6.8,677
"SQ73584 541",9.4,"3GB","5A",0,"CR",,7,-0.7,532
"SQ66598 521",14.8,"5GG","5A",0,"HR",,4,-1.1,323
"SQ68456 051",5,"3GB","5A",0,"HR",,5,-2.9,634
"SQ56681 561",3.9,"5GG","5A",0,"HGI","F",1,-9.6,684
"SQ66902 571",13.8,"5GG","5A",0,"BP",,4,1.8,312
"SQ60616 521",9.1,"5GG","5A",0,"HR","D",2,-2.7,590
"SQ51690 021",16.2,"5GG","4C",0,"HR",,11,7.4,470
"SQ63418 041",3.1,"3GB","5A",1,"GI","F",3,-1.9,332
"SQ68422 531",7,"5GG","5A",0,"PO","B",5,-6.1,468
"SQ67309 031",3.3,"3GB","5A",0,"GI","B",5,-7,560
"SQ69835 031",9.1,"5GG","5A",0,"HR",,5,-6.6,505
"SQ57773 561",8.1,"5GG","4C",0,"HR","F",1,-6.5,490
"SQ62892 551",15.3,"5GG","5A",0,"HR","D",3,9.7,492
"SQ79747 011",10.4,"5GG","5A",0,"PO","B",9,5,436
"SQ71030 041",9.8,"3GB","5A",1,"HR","F",6,3,343
"SQ60657 021",7.4,"5GG","5A",0,"PO","B",2,-3.3,624
"SQ63748 071",3.1,"3GB","5A",0,"BP",,3,-5.8,649
"SQ56109 521",2.2,"3GB","5A",0,"HGI","F",12,-10.7,666
"SQ54729 041",17.2,"5GG","5A",0,"HR","D",12,2.9,416
"SQ62613 011",8,"3GB","5A",0,"PO","B",3,-0.7,628
"SQ52477 021",4.3,"5GG","4C",0,"PO","B",11,-5,500
"SQ54032 021",13.5,"5GG","4C",0,"CR",,12,5.3,401
"SQ54526 011",13.8,"5GG","4C",0,"HR","B",12,1.1,416
"SQ53567 051",8.9,"5GG","5A",0,"GI",,11,3.3,599
"SQ71052 521",14,"3GB","5A",0,"HR","B",6,4.5,305
"SQ79556 511",6,"3GB","5A",0,"CR","B",9,-7.6,677
"SQ72363 041",15.7,"5GG","5A",0,"PO","D",6,4.8,531
"SQ56404 031",6,"3GB","4C",0,"HGI","D",1,-2.6,603
"SQ55786 551",2.5,"3GB","4C",0,"HR","D",12,-4.2,728
"SQ58985 571",11.3,"3GB","5A",0,"HR","F",2,-0.9,446
"SQ55995 021",15.4,"3GB","5A",0,"HR",,12,0.1,419
"SQ68468 551",15.6,"5GG","5A",0,"FH","B",5,3.2,445
"SQ61254 541",11.9,"3GB","5A",0,"HGI","F",2,-3.7,360
"SQ66941 051",15.3,"3GB","4C",0,"HR",,4,2.3,305
"SQ79306 511",5.8,"5GG","5A",0,"HR",,9,-4.2,654
"SQ51174 051",9.8,"5GG","4C",0,"HR",,10,0.9,512
"SQ61430 541",12.7,"5GG","5A",0,"HR",,2,-2.8,448
"SQ49204 041",3.2,"3GB","5A",0,"GI","B",10,-5.2,578
"SQ77075 011",11.7,"3GB","5A",1,"GI","F",8,0.9,384
"SQ58791 531",4.3,"3GB","5A",0,"HGI","F",1,-1.4,648
"SQ69991 531",11.8,"5GG","4C",0,"CR",,5,5.4,394
"SQ70533 551",5.2,"5GG","4C",0,"PO","D",6,-0.5,657
"SQ78626 551",4.1,"5GG","4C",0,"HGI","D",9,-5.1,710
"SQ75183 041",8.9,"3GB","5A",0,"CR","B",7,-4.3,571
"SQ61370 051",12.3,"5GG","5A",0,"HR",,2,3.9,445
"SQ67230 551",10.1,"5GG","5A",0,"HR",,5,-6.2,429
"SQ72795 011",9.2,"5GG","4C",0,"CR",,7,-0.2,532
"SQ57680 521",8.9,"3GB","5A",0,"HR","D",1,-5.7,546
"SQ73186 021",7,"5GG","4C",0,"HR",,7,-1.1,636
"SQ51148 041",16,"5GG","4C",0,"HR",,10,3,397
"SQ50745 551",13.8,"5GG","5A",0,"HR","D",10,2.3,368
"SQ78853 041",8.5,"3GB","5A",0,"CR",,9,-1.4,423
"SQ64809 021",13.6,"5GG","5A",0,"GA",,4,6.7,359
"SQ57248 041",2,"3GB","4C",1,"HR",,1,-7.3,429
"SQ77063 531",3,"3GB","5A",0,"PO","D",8,-1.8,681
"SQ75977 031",5.1,"3GB","4C",1,"CR",,8,-2.1,390
"SQ55651 031",7.8,"5GG","4C",0,"PO","D",12,-4.3,435
"SQ56207 021",6.1,"3GB","5A",0,"CR",,1,-3.2,500
"SQ65363 511",23.2,"5GG","5A",0,"HR",,4,8.7,304
"SQ53743 061",4.6,"5GG","5A",0,"HR","F",12,-6.6,597
"SQ51818 551",14.6,"5GG","5A",0,"HGI","F",11,-1.2,441
"SQ70630 561",9.2,"3GB","5A",1,"HR","B",6,-0.3,315
"SQ69287 551",6.2,"3GB","5A",0,"HR","D",5,-6.7,663
"SQ55843 051",5.4,"3GB","4C",0,"HGI","F",12,-1.4,602
"SQ62866 041",9.3,"3GB","4C",0,"GI",,3,-2.2,471
"SQ76034 051",2.3,"3GB","5A",1,"FH",,8,-6,421
"SQ60367 521",13.7,"5GG","4C",0,"CR",,2,0.4,439
"SQ73744 521",3.3,"3GB","4C",0,"CR",,7,0.6,666
"SQ62063 021",21.3,"5GG","5A",0,"HR","F",3,6.9,461
"SQ64936 521",9.2,"5GG","5A",0,"CR","B",4,-3.4,423
"SQ69459 541",14.5,"5GG","5A",0,"HR",,5,9.3,359
"SQ72617 541",12,"5GG","5A",0,"CR",,6,-1.2,501
"SQ79176 551",5,"3GB","5A",0,"HR","B",9,-1.5,645
"SQ62290 041",11.3,"3GB","5A",0,"GI",,3,1.3,503
"SQ74386 521",8.3,"3GB","5A",0,"CR",,7,0.4,347
"SQ69109 021",14.7,"5GG","5A",0,"HR","D",5,1.5,441
"SQ58067 021",4.8,"5GG","5A",0,"GI","B",1,-5.2,627
"SQ58028 531",7.4,"3GB","4C",0,"CR",,1,-4.1,510
"SQ64302 051",5.2,"3GB","4C",0,"HGI","F",3,-9.3,586
"SQ59850 061",12.9,"3GB","4C",0,"GI","B",2,9.6,364
"SQ75266 531",12.1,"5GG","5A",0,"CR",,7,4.4,453
"SQ67430 041",8.6,"3GB","4C",0,"PO","D",5,-0.6,460
"SQ58078 021",14.6,"5GG","4C",0,"HR",,1,6.6,417
"SQ64262 051",14.1,"3GB","4C",0,"FH",,3,0,397
"SQ66649 041",11.5,"5GG","5A",0,"HR","D",4,3,426
"SQ51720 581",13.1,"3GB","5A",0,"GI",,11,-2.4,368
"SQ74093 521",1.5,"2GB","5A",0,"HGI","D",7,-5,742
"SQ52156 511",7.3,"5GG","5A",0,"HR",,11,0.2,549
"SQ68033 561",3.9,"3GB","5A",0,"BP",,5,-6.9,629
"SQ71252 531",3.7,"3GB","5A",0,"FH",,6,-3.2,551
"SQ77398 041",5.3,"5GG","4C",0,"HGI","F",8,-1.2,517
"SQ68595 051",3,"3GB","5A",1,"HR","B",5,-11.3,315
"SQ55391 071",12,"3GB","4C",0,"HR",,12,5.4,490
"SQ73030 551",19.4,"5GG","5A",0,"FH",,7,6.7,507
"SQ54421 521",8.2,"5GG","5A",0,"HGI","F",12,1,462
"SQ71100 051",8.4,"3GB","4C",0,"GI","B",6,3.8,395
"SQ54602 511",10.9,"3GB","5A",0,"HR","D",12,-1.3,455
"SQ75697 051",4.9,"5GG","5A",0,"HGI","F",8,0.3,554
"SQ57956 051",11.1,"5GG","4C",0,"HGI","D",1,0.6,520
"SQ73174 051",7.5,"3GB","4C",0,"BP",,7,-4.1,448
"SQ74829 071",8.3,"3GB","4C",0,"PO","B",7,1.7,652
"SQ50841 041",9,"5GG","5A",0,"HR",,10,-4.7,615
"SQ64120 051",5.5,"3GB","5A",0,"PO","B",3,-2.2,690
"SQ49883 041",9.3,"3GB","5A",0,"HR","D",10,-1.2,478
"SQ66539 521",14.9,"5GG","4C",0,"PO","F",4,6.4,415
"SQ73180 511",4.6,"3GB","4C",0,"BP",,7,-5,534
"SQ78161 511",9.9,"5GG","4C",0,"HR",,8,3.1,576
"SQ71211 521",5.8,"5GG","5A",0,"HR",,6,-3.4,691
"SQ65795 561",7.9,"5GG","5A",0,"HR",,4,-4.5,464
"SQ51555 531",10.9,"3GB","5A",0,"HGI","D",11,-3.8,562
"SQ68364 061",7.9,"3GB","4C",0,"HR",,5,0.2,580
"SQ70757 011",5.2,"5GG","5A",1,"HR",,6,0.4,489
"SQ53011 031",12.2,"5GG","4C",0,"GI",,11,2.9,499
"SQ61632 031",11.8,"5GG","5A",0,"PO","D",3,0.4,402
"SQ72483 041",8.6,"3GB","4C",0,"CR","B",6,-4.7,539
"SQ74159 021",8.3,"3GB","4C",0,"HR",,7,-3.9,616
"SQ55817 511",4.9,"5GG","4C",0,"HGI","D",12,-0.9,544
"SQ53838 021",3.2,"3GB","5A",0,"CR",,12,-1.1,727
"SQ61603 061",9.9,"3GB","5A",0,"BP",,3,-2.9,397
"SQ75401 041",6.1,"3GB","4C",0,"BP",,7,-0.4,646
"SQ54012 041",6.2,"3GB","4C",1,"GI",,12,-4.4,300
"SQ50767 541",14.1,"5GG","5A",0,"HR","D",10,3.6,425
"SQ65599 011",10.8,"3GB","4C",0,"HGI","D",4,-2.4,522
"SQ68479 541",18,"5GG","5A",0,"FH","B",5,11.3,303
"SQ76977 051",11.9,"5GG","5A",0,"HR","D",8,6.1,435
"SQ58373 041",8.7,"5GG","5A",0,"HR",,1,-2.4,370
"SQ63619 551",8.9,"3GB","5A",0,"HR",,3,-1,639
"SQ77692 021",7.2,"3GB","5A",0,"CR",,8,-2.1,419
"SQ66081 011",6.6,"3GB","4C",0,"CR",,4,-5.1,583
"SQ54541 031",8.3,"3GB","4C",0,"GA",,12,-3.9,386
"SQ60584 531",6.5,"5GG","4C",0,"FH","D",2,-0.9,587
"SQ55399 541",11.7,"5GG","4C",0,"HR",,12,3.8,467
"SQ50142 061",5.4,"3F1","5A",0,"HR","D",10,-1.8,624
"SQ60022 531",8.4,"3GB","5A",0,"CR",,2,-0.5,490
"SQ72362 041",8.5,"5GG","5A",0,"HR",,6,1.2,567
"SQ66319 541",9.1,"5GG","4C",0,"GI","B",4,-1.5,366
"SQ54734 551",8.6,"3GB","5A",0,"HR","D",12,-3.5,370
"SQ57339 071",10.7,"3GB","5A",0,"HR",,1,-2.2,540
"SQ64698 031",14.8,"5GG","5A",0,"HGI","F",4,1.8,555
"SQ60847 521",11.6,"5GG","5A",0,"GI",,2,1.1,318
"SQ55833 021",11.8,"3GB","4C",0,"HR","B",12,4.5,451
"SQ79971 531",11.2,"3GB","5A",0,"GI",,9,5.5,436
"SQ58260 031",9.7,"5GG","5A",0,"HR",,1,2.2,436
"SQ63104 041",9.4,"5GG","5A",0,"HR",,3,-3.2,465
"SQ56818 041",7.8,"5GG","4C",0,"CR",,1,-4,518
"SQ75394 531",5,"5GG","5A",0,"CR",,7,-6.8,507
"SQ74947 521",4.5,"3GB","4C",0,"HR",,7,-2.9,639
"SQ62892 061",15.1,"5GG","5A",0,"HR","D",3,9.6,571
"SQ73460 581",7.4,"3GB","5A",0,"CR",,7,-1.9,398
"SQ78350 551",8.3,"3GB","4C",0,"HR","F",9,3,649
"SQ67174 551",9.5,"3GB","5A",1,"CR",,4,0,325
"SQ49924 521",11.3,"3GB","5A",0,"CR",,10,6.8,302
"SQ50905 031",14.3,"5GG","5A",0,"HR","F",10,0,494
"SQ51875 051",14.2,"5GG","4C",0,"HR",,11,5.4,367
"SQ55088 051",18.6,"5GG","4C",0,"HR","B",12,10.1,341
"SQ78590 061",2.7,"5GG","5A",0,"CR",,9,-3.2,711
"SQ56374 041",6.6,"5GG","4C",0,"GI","B",1,-0.6,651
"SQ50763 551",13,"5GG","5A",0,"HR","F",10,4.7,425
"SQ71721 541",6.1,"5GG","5A",0,"HR",,6,-2.6,664
"SQ78657 021",10.4,"5GG","5A",0,"HR",,9,-1,537
"SQ79758 061",13.2,"5GG","5A",0,"HGI","F",9,1.1,404
"SQ52338 011",14.6,"3GB","4C",0,"HR",,11,2.1,416
"SQ78549 521",3.8,"3GB","4C",0,"CR",,9,3.3,649
"SQ50021 531",9.7,"5GG","5A",0,"HGI","D",10,-3.1,587
"SQ55658 511",8.2,"5GG","5A",0,"HR",,12,-5.5,388
"SQ66634 041",7.9,"3GB","5A",0,"HR",,4,-7.4,496
"SQ76739 541",16.4,"5GG","5A",0,"HGI","D",8,4.9,569
"SQ60916 561",14.7,"5GG","5A",0,"HGI","D",2,5.4,387
"SQ50480 541",16.9,"5GG","5A",0,"HR","B",10,-0.6,320
"SQ52803 041",5.3,"3GB","5A",0,"FH",,11,-4.5,580
"SQ78194 521",5.7,"3GB","4C",0,"BP",,8,-5.4,604
"SQ73850 071",4.9,"3GB","5A",0,"HR",,7,-1.1,680
"SQ49108 071",10.4,"3GB","5A",0,"HR","B",10,6.8,451
"SQ62524 541",7.5,"3GB","4C",0,"FH","B",3,-6.4,613
"SQ56803 511",2.9,"3GB","4C",1,"CR",,1,-6.9,314
"SQ66240 011",8.8,"3GB","5A",0,"CR",,4,-0.2,572
"SQ60358 041",14.1,"3GB","4C",0,"CR",,2,2.3,392
"SQ55273 531",13.6,"5GG","5A",0,"HR",,12,5.8,459
"SQ63032 011",7,"5GG","5A",0,"HGI","D",3,-1.4,639
"SQ67067 511",6.6,"3GB","5A",0,"HR",,4,-7.3,531
"SQ52416 511",13.1,"5GG","4C",0,"HR","D",11,-2.2,503
"SQ57415 051",9,"5GG","5A",0,"PO","D",1,-2.3,429
"SQ55436 031",12.4,"5GG","5A",0,"HGI","D",12,-1.4,583
"SQ80818 571",13.7,"5GG","5A",0,"BP",,9,4.8,352
"SQ56404 011",6.4,"3GB","4C",0,"HGI","F",1,-2.4,456
"SQ51261 011",10.9,"3GB","4C",0,"HR","B",10,0.7,367
"SQ55360 051",9.4,"5GG","5A",0,"CR",,12,-2.5,637
"SQ53948 041",13.9,"5GG","5A",0,"HR","D",12,0.6,484
"SQ54660 021",8.2,"3GB","5A",0,"HGI","D",12,-6.1,542
"SQ73109 031",3.3,"3GB","5A",0,"HR","D",7,-0.3,738
"SQ80398 551",8.7,"5GG","5A",0,"HR",,9,-1.2,530
"SQ62325 521",6.2,"3GB","5A",0,"HGI","F",3,0.2,609
"SQ70128 041",1.4,"3GB","5A",1,"HR","B",6,-4.7,339
"SQ59699 511",5.7,"3GB","5A",0,"HR",,2,-7.9,556
"SQ66534 561",11,"5GG","5A",0,"HR","D",4,-3.1,554
"SQ60399 551",7.9,"5GG","5A",0,"PO","D",2,-3.2,479
"SQ61541 011",6.6,"5GG","5A",0,"HGI","F",2,-0.6,620
"SQ62263 041",11.1,"5GG","5A",0,"CR",,3,-2.2,473
"SQ78952 541",8.7,"5GG","4C",0,"CR",,9,-2.4,527
"SQ71546 561",7.8,"3GB","4C",0,"CR",,6,-1.7,579
"SQ62176 511",11.6,"5GG","5A",0,"GI","B",3,-0.5,492
"SQ58500 011",3.3,"5GG","4C",0,"HR",,1,-2.9,710
"SQ73845 031",8.2,"3GB","4C",0,"PO","B",7,0.8,488
"SQ50264 051",5.9,"5GG","5A",0,"HR","D",10,-6.1,651
"SQ76739 531",15.3,"5GG","5A",0,"HGI","D",8,5,483
"SQ77807 561",14.8,"5GG","5A",0,"HR",,8,4.2,426
"SQ50885 511",8.6,"3GB","5A",0,"HGI","F",10,-4.7,597
"SQ63983 521",12.2,"3GB","4C",0,"HR",,3,-2.5,392
"SQ62219 531",12.4,"5GG","4C",0,"BP",,3,2.5,349
"SQ78122 041",27.6,"5GG","4C",0,"CR","B",8,21.3,404
"SQ78554 531",5.2,"3GB","4C",0,"CR",,9,1.3,616
"SQ64380 011",9.6,"5GG","5A",0,"HR",,3,-5,652
"SQ69614 541",8.4,"5GG","4C",0,"PO","D",5,2.5,359
"SQ54696 541",8,"3GB","5A",0,"HR",,12,-4.6,583
"SQ71591 051",7.5,"3GB","5A",0,"HR",,6,-2.7,668
"SQ55950 551",8.2,"5GG","5A",0,"CR",,12,1.8,461
"SQ49986 051",14,"5GG","5A",0,"HR",,10,-0.5,466
"SQ57251 051",4.4,"3GB","4C",1,"HR",,1,-5.1,306
"SQ50208 071",11.9,"5GG","5A",0,"HR",,10,1.9,481
"SQ63355 521",11.5,"5GG","5A",0,"HR",,3,-2.8,481
"SQ74062 531",5.8,"5GG","5A",0,"HGI","F",7,-2,531
"SQ51330 511",10.1,"5GG","4C",0,"GI","B",10,5.2,521
"SQ56499 541",5.6,"3GB","5A",0,"HGI","D",1,-0.4,627
"SQ52798 041",5.4,"3GB","4C",0,"HR","D",11,-2.9,476
"SQ67997 031",5.1,"5GG","5A",0,"HR",,5,-4.1,605
